track_name,artists,danceability,energy,valence,tempo,acousticness,instrumentalness,loudness,speechiness,track_genre,lyrics,lyrics_sentiment,mood
súbitas alucinações, via, sobre o paço dos reis, ataúdes agoureiros, línguas de flamas misteriosas, catervas de
mouros de albornozes brancos, passando processionalmente; combates de paladinos nas alturas... E da mesma
gente que após Alcácer-Quibir, em plena ""caquexia nacional"", segundo o dizer vigoroso de Oliveira Martins,
procurava, ante a ruína iminente, como salvação única, a fórmula superior das esperanças messiânicas.
De feito, considerando as desordens sertanejas, hoje, e os messias insanos que as provocam,
irresistivelmente nos assaltam, empolgantes' as figuras dos profetas peninsulares de outrora—o rei de
Penamacor, o rei da Ericeira, errantes pelas faldas das serras, devotados ao martírio, arrebatando na mesma
idealização, na mesma insânia, no mesmo sonho doentio, as multidões crendeiras.
Esta justaposição histórica calca-se sobre três séculos. Mas é exata, completa, sem dobras. Imóvel o tempo
sobre a rústica sociedade sertaneja, despeada do movimento geral da evolução humana, ela respira ainda na
mesma atmosfera moral dos iluminados que encalçavam, doidos, o Miguelinho ou o Bandarra. Nem lhe falta,
para completar o símile, o misticismo político do sebastianismo. Extinto em Portugal, ele persiste todo, hoje, de
modo singularmente impressionador, nos sertões do Norte.
Mas não antecipemos.
Caráter variável da religiosidade
sertaneja
Estes estigmas atávicos tiveram entre nós, favoráveis, as reações do meio, determinando psicologia
especial.
O homem dos sertões — pelo que esboçamos — mais do que qualquer outro, está em função imediata da
terra. É uma variável dependente no jogar dos elementos. Da consciência da fraqueza para os debelar resulta,
mais forte, este apelar constante para o maravilhoso, esta condição inferior de pupilo estúpido da divindade. Em
paragens mais benéficas a necessidade de uma tutela sobrenatural não seria tão imperiosa. Ali, porém, as
tendências pessoais como que se acolchetam às vicissitudes externas, e deste entrelaçamento resulta, copiando o
contraste que observamos entre a exaltação impulsiva e a apatia enervadora da atividade, a indiferença fatalista
pelo futuro e a exaltação religiosa. Os ensinamentos dos missionários não poderiam exercitar-se estremes das
tendências gerais da sua época. Por isto, como um palimpsesto, a consciência imperfeita dos matutos revela nas
quadras agitadas, rompendo dentre os ideais belíssimos do catolicismo incompreendido, todos os estigmas de
estádio inferior.
É que, mesmo em períodos normais, a sua religião é indefinida e vária. Da mesma forma que os negros
Haúças, adaptando à liturgia todo o ritual iorubano, realizam o fato anômalo, mas vulgar mesmo na capital da
Bahia, de seguirem para as solenidades da Igreja por ordem dos fetiches, os sertanejos, herdeiros infelizes de
vícios seculares, saem das missas consagradas para os ágapes selvagens dos candomblés africanos ou poracês do
tupi. Não espanta que patenteiem, na religiosidade indefinida, antinomias surpreendentes.
Quem vê a família sertaneja, ao cair da noite, ante o oratório tosco ou registro paupérrimo, à meia luz das
candeias de azeite, orando pelas almas dos mortos queridos, ou procurando alentos à vida tormentosa,
encanta-se.
O culto dos mortos é impressionador. Nos lugares remotos, longe dos povoados, inumam-nos à beira das
estradas, para que não fiquem de todo em abandono, para que os rodeiem sempre as preces dos viandantes, para
que nos ângulos da cruz deponham estes, sempre, uma flor, um ramo, uma recordação fugaz mas renovada
sempre. E o vaqueiro, que segue arrebatadamente, estaca, prestes, o cavalo, ante o humilde monumento — uma
cruz sobre pedras arrumadas — e, a cabeça descoberta, passa vagaroso, rezando pela salvação de quem ele nunca
viu talvez, talvez de um inimigo.
A terra é o exílio insuportável, o morto um bem -aventurado sempre.
O falecimento de uma criança é um dia de festa. Ressoam as violas na cabana dos pobres pais, jubilosos
entre as lágrimas; referve o samba turbulento; vibram nos ares, fortes, as coplas dos desafios; enquanto, a uma
banda, entre duas velas de carnaúba, coroado de flores, o anjinho exposto espelha, no último sorriso paralisado, a
felicidade suprema da volta para os céus, para a felicidade eterna — que é a preocupação dominadora daquelas
almas ingênuas e primitivas.
No entanto há traços repulsivos no quadro desta religiosidade de aspectos tão interessantes, aberrações
brutais, que a derrancam ou maculam.
A ""Pedra Bonita""
As agitações sertanejas, do Maranhão à Bahia, não tiveram ainda um historiador. Não as esboçaremos
sequer. Tomemos um fato, entre muitos, ao acaso.
No termo de Pajeú, em Pernambuco, os últimos rebentos das formações graníticas da costa se alteiam, em
formas caprichosas, na serra Talhada, dominando, majestosos, toda a região em torno e convergindo em largo
anfiteatro acessível apenas por estreita garganta, entre muralhas a pique. No âmbito daquele, como púlpito
gigantesco, ergue-se um bloco solitário — a Pedra Bonita.
Este lugar foi, em 1837, teatro de cenas que recordam as sinistras solenidades religiosas dos Achantis. Um
mamaluco ou cafuz, um iluminado, ali congregou toda a população dos sítios convizinhos e, engrimpando-se à
pedra, anunciava, convicto, o próximo advento do reino encantado do rei d. Sebastião. Quebrada a pedra, a que
subira, não a pancadas de marreta, mas pela ação miraculosa do sangue das crianças, esparzido sobre ela em
holocausto, o grande rei irromperia envolto de sua guarda fulgurante, castigando, inexorável, a humanidade
ingrata, mas cumulando de riquezas os que houvessem contribuído para o desencanto.
Passou pelo sertão um frêmito de necrose...
O transviado encontrara meio propício ao contágio da sua insânia. Em torno da ara monstruosa
comprimiam-se as mães erguendo os filhos pequeninos e lutavam, procurando-lhes a primazia no sacrifício... O
sangue espadanava sobre a rocha jorrando, acumulando-se em torno; e, afirmam os jornais do tempo, em copia
tal que, depois de desfeita aquela lúgubre farsa, era impossível a permanência no lugar infeccionado.
Por outro lado, fatos igualmente impressionadores contrabatem tais aberrações. A alma de um matuto é
inerte ante as influências que a agitam. De acordo com estas pode ir da extrema brutalidade ao máximo
devotamento.
Vimo-la, neste instante, pervertida pelo fanatismo. Vejamo-la transfigurada pela fé.
Monte Santo
Monte Santo é um lugar lendário.
Quando, no século 17, as descobertas das minas determinaram a atração do interior sobre o litoral, os
aventureiros que ao norte investiam com o sertão, demandando as serras da Jacobina, arrebatados pela miragem
das minas de prata e rastreando o itinerário enigmático de Belchior Dias, ali estacionavam longo tempo. A serra
solitária — a Piquaraçá dos roteiros caprichosos — , dominando os horizontes, norteava-lhes a marcha
vacilante.
Além disto, atraía-os por si mesma, irresistivelmente.
É que em um de seus flancos, escritas em caligrafia ciclópica com grandes pedras arrumadas, apareciam
letras singulares — um A, um L e um S — ladeadas por uma cruz, de modo a fazerem crer que estava ali e não
avante, para o ocidente ou para o sul, o el-dorado apetecido.
Esquadrinharam-na, porém, debalde os êmulos do Muribeca astuto, seguindo, afinal, para outros rumos, com as
suas tropas de potiguaras mansos e forasteiros armados de biscainhos . . .
A serra desapareceu outra vez entre as chapadas que domina ...
No fim do século passado, porém, descobriu-a um missionário — Apolônio de Todi. Vindo da missão de
Maçacará, o maior apóstolo do Norte impressionou-se tanto com o aspecto da montanha, ""achando-a semelhante
ao calvário de Jerusalém"", que planeou logo a ereção de uma capela. Ia ser a primeira do mais tosco e do mais
imponente templo da fé religiosa.
Descreve o sacerdote, longamente, o começo e o curso dos trabalhos e o auxílio franco que lhe deram os
povoadores dos lugares próximos. Pinta a última solenidade, procissão majestosa e lenta ascendendo a
montanha, entre as raladas de tufão violento que se alteou das planícies apagando as tochas; e, por fim, o sermão
terminal da penitencia, exortando o povo a ""que nos dias santos viesse visitar os santos lugares, já que vivia em
tão grande desamparo das coisas espirituais"".
""E aqui, termina , sem pensar em mais nada disse que daí em diante não chamariam mais serra de
Piquaraçá, mas sim Monte Santo.""
E fez-se o templo prodigioso, monumento erguido pela natureza e pela fé, mais alto que as mais altas
catedrais da Terra.
A população sertaneja completou a empresa do missionário.
Hoje quem sobe a extensa via-sacra de três quilômetros de comprimento, em que se origem, a espaços, 25
capelas de alvenaria, encerrando painéis dos ""passos"", avalia a constância e a tenacidade do esforço despendido.
Amparada por muros capeados; calçada em certos trechos; tendo, noutros, como leito, a rocha viva talhada
em degraus, ou rampeada, aquela estrada branca, de quartzolito, onde ressoam, há cem anos, as litanias das
procissões da quaresma e têm passado legiões de penitentes, é um prodígio de engenharia rude e audaciosa.
Começa investindo com a montanha, segundo a normal de máximo declive, em rampa de cerca de vinte graus.
Na quarta ou quinta capelinha inflete à esquerda e progride menos íngreme. Adiante, a partir da capela maior —
ermida interessantíssima ereta num ressalto da pedra a cavaleiro do abismo — , volta à direita, diminuindo de
declive até a linha de cumeadas. Segue por esta segundo uma selada breve. Depois se alteia, de improviso,
retilínea, em ladeira forte, arremetendo com o vértice pontiagudo do monte, até o Calvário no alto !
A medida que ascende, ofegante, estacionando nos “passos”, o observador depara perspectivas que seguem
num crescendo de grandezas soberanas: primeiro, os planos das chapadas e tabuleiros, esbatidos embaixo em
planícies vastas; depois, as serranias remotas, agrupadas, longe, em todos os quadrantes; e, atingindo o alto, o
olhar a cavaleiro das serras — o espaço indefinido, a emoção estranha de altura imensa, realçada pelo aspecto da
pequena vila, embaixo, mal percebida na confusão caótica dos telhados.
E quando, pela Semana Santa, convergem ali as famílias da redondeza e passam os crentes pelos mesmos
flancos em que vaguearam outrora, inquietos de ambição, os aventureiros ambiciosos, vê-se que Apolônio de
Todi, mais hábil que o Muribeca, decifrou o segredo das grandes letras de pedra descobrindo o el-dorado
maravilhoso, a mina opulentíssima oculta no deserto...
As missões atuais
Infelizmente o apóstolo não teve continuadores. Salvo raríssimas exceções, o missionário moderno é um
agente prejudicialíssimo no agravar todos os desequilíbrios do estado emocional dos tabaréus. Sem a altitude dos
que o antecederam, a sua ação é negativa: destrói, apaga e perverte o que incutiram de bom naqueles espíritos
ingênuos os ensinamentos dos primeiros evangelizadores, dos quais não tem o talento e não tem a arte
surpreendente da transfiguração das almas. Segue vulgarmente processo inverso do daqueles: não aconselha e
consola, aterra e amaldiçoa; não ora, esbraveja. E brutal e traiçoeiro. Surge das dobras do hábito escuro como da
sombra de uma emboscada armada à credulidade incondicional dos que o escutam. Sobe ao púlpito das igrejas
do sertão e não alevanta a imagem arrebatadora dos céus; descreve o inferno truculento e flamívomo, numa
algaravia de frases rebarbativas a que completam gestos de maluco e esgares de truão.
É ridículo, e é medonho. Tem o privilégio estranho das bufonerias melodramáticas. As parvoíces saem-lhe
da boca trágicas.
Não traça ante os matutos simples a feição honesta e superior da vida — não a conhece; mas brama em
todos os tons contra o pecado; esboça grosseiros quadros de torturas; e espalha sobre o auditório fulminado
avalanchas de penitencias, extravagando largo tempo, em palavrear interminável, fungando as pitadas habituais e
engendrando catástrofes, abrindo alternativamente a caixa de rapé e a boceta de Pandora...
E alucina o sertanejo crédulo; alucina-o, deprime-o, perverte-o.
Os ""Serenos""
Busquemos um exemplo único, o último.
Em 1850 os sertões de Cariri foram alvorotados pelas depredações dos Serenos, exercitando o roubo em
larga escala.
Aquela denominação indicava ""companhias de penitentes"" que à noite, nas encruzilhadas ermas, em torno
das cruzes misteriosas, se agrupavam, adoidadamente, numa agitação macabra de flagelantes, impondo-se o
cilício dos espinhos, das urtigas e outros duros tratos de penitência. Ora, aqueles agitados saíram certo dia,
repentinamente, da matriz do Crato, dispersos, em desalinho — mulheres em prantos, homens apreensivos,
crianças trementes — em procura dos flagícios duramente impostos. Dentro da igreja, missionários recém-vindos
haviam profetizado próximo fim do mundo. Deus o dissera — em mau português, em mau italiano e em mau
latim — estava farto dos desmandos da Terra...
E os derivados foram pelos sertões em fora, esmolando, chorando, rezando, numa mandria deprimente, e como a
caridade pública não os podia satisfazer a todos, acabaram — roubando.
Era fatal. Os instrutores do crime foram, afinal, infelicitar outros lugares e a justiça a custo reprimiu o
banditismo incipiente.
Capítulo IV
Antônio Conselheiro, documento vivo de atavismo
É natural que estas camadas profundas da nossa estratificação étnica se sublevassem numa anticlinal
extraordinária — Antônio Conselheiro...
A imagem é corretíssima.
Da mesma forma que o geólogo, interpretando a inclinação e a orientação dos estratos truncados de antigas
formações, esboça o perfil de uma montanha extinta, o historiador só pode avaliar a altitude daquele homem, que
por si nada valeu, considerando a psicologia da sociedade que o criou. Isolado, ele se perde na turba dos
nevróticos vulgares. Pode ser incluído numa modalidade qualquer de psicose progressiva. Mas, posto em função
do meio, assombra. É uma diátese e é uma síntese. As fases singulares da sua existência não são, talvez, períodos
sucessivos de uma moléstia grave, mas são, com certeza, resumo abreviado dos aspectos predominantes de mal
social gravíssimo. Por isto o infeliz, destinado à solicitude dos médicos, veio, impelido por uma potência
superior, bater de encontro a uma civilização, indo para a História como poderia ter ido para o hospício. Porque
ele para o historiador não foi um desequilibrado. Apareceu como integração de caracteres diferenciais — vagos,
indecisos, mal percebidos quando dispersos na multidão, mas enérgicos e definidos, quando resumidos numa
individualidade.
Todas as crenças ingênuas, do fetichismo bárbaro às aberrações católicas, todas as tendências impulsivas
das raças inferiores, livremente exercitadas na indisciplina da vida sertaneja, se condensaram no seu misticismo
feroz e extravagante. Ele foi, simultaneamente, o elemento ativo e passivo da agitação de que surgiu. O
temperamento mais impressionável apenas fê-lo absorver as crenças ambientes, a princípio numa quase
passividade pela própria receptividade mórbida do espirito torturado de reveses, e elas refluíram, depois, mais
fortemente, sobre o próprio meio de onde haviam partido, partindo da sua consciência delirante.
É difícil traçar no fenômeno a linha divisória entre as tendências pessoais e as tendências coletivas: a vida
resumida do homem é um capítulo instantâneo da vida de sua sociedade...
Acompanhar a primeira é seguir paralelamente e com mais rapidez a segunda: acompanhá-las juntas é
observar a mais completa mutualidade de influxos.
Considerando em torno, o falso apóstolo, que o próprio excesso de subjetivismo predispusera à revolta
contra a ordem natural, como que observou a fórmula do próprio delírio. Não era um incompreendido. A
multidão aclamava-o representante natural das suas aspirações mais altas. Não foi, por isto, além. Não deslizou
para a demência. No gravitar contínuo para o mínimo de uma curva, para o completo obscurecimento da razão, o
meio reagindo por sua vez amparou-o, corrigindo-o, fazendo-o estabelecer encadeamento nunca destruído nas
mais exageradas concepções, certa ordem no próprio desvario, coerência indestrutível em. todos os atos e
disciplina rara em todas as paixões, de sorte que ao atravessar, largos anos, nas práticas ascéticas, o sertão
alvorotado, tinha na atitude, na palavra e no gesto, a tranqüilidade, a altitude e a resignação soberana de um
apóstolo antigo.
Doente grave, só lhe pode ser aplicado o conceito da paranóia, de Tanzi e Riva.
Em seu desvio ideativo vibrou sempre, a bem dizer exclusiva, a nota étnica. Foi um documento raro de
atavismo.
A constituição mórbida levando-o a interpretar caprichosamente as condições objetivas, e alterando-lhe as
relações com o mundo exterior, traduz-se fundamentalmente como uma regressão ao estádio mental dos tipos
ancestrais da espécie.
Um gnóstico bronco
Evitada a intrusão dispensável de um médico, um antropologista encontrá-lo-ia normal, marcando
logicamente certo nível da mentalidade humana, recuando no tempo, fixando uma fase remota da evolução. O
que o primeiro caracterizaria como caso franco de delírio sistematizado, na fase persecutória ou de grandezas, o
segundo indicaria como fenômeno de incompatibilidade com as exigências superiores da civilização — um
anacronismo palmar, a revivescência de atributos psíquicos remotíssimos. Os traços mais típicos do seu
misticismo estranho, mas naturalíssimo para nós, já foram, dentro de nossa era, aspectos religiosos vulgares.
Deixando mesmo de lado o influxo das raças inferiores, vimo-los há pouco, de relance, em período angustioso da
vida portuguesa.
Poderíamos apontá-los em cenário mais amplo. Bastava que volvêssemos aos primeiros dias da Igreja,
quando o gnosticismo universal se erigia como transição obrigatória entre o paganismo e o cristianismo, na
última fase do mundo romano em que, precedendo o assalto dos bárbaros, a literatura latina do ocidente
declinou, de súbito, mal substituída pelos sofistas e letrados tacanhos de Bizâncio.
Com efeito, os montanistas da Frígia, os adamitas infames, os ofiolatras, os maniqueus bifrontes entre o
ideal cristão emergente e o budismo antigo, os discípulos de Markos, os encratitas abstinentes e macerados de
flagícios, todas as seitas em que se fracionava a religião nascente, com os seus doutores histéricos e exegeses
hiperbólicas, forneceriam hoje casos repugnantes de insânia. E foram normais. Acolchetaram-se bem a todas as
tendências da época em que as extravagâncias de Alexandre Abnótico abalavam a Roma de Marco Aurélio, com
as suas procissões fantásticas, os seus mistérios e os seus sacrifícios tremendos de leões lançados vivos ao
Danúbio, com solenidades imponentes presididas pelo imperador filósofo...
A história repete-se.
Antônio Conselheiro foi um gnóstico bronco.
Veremos mais longe a exação do símile.
Grande homem pelo avesso
Paranóico indiferente, este dizer, talvez, mesmo não lhe possa ser ajustado, inteiro. A regressão ideativa que
patenteou, caracterizando-lhe o temperamento vesânico, é, certo, um caso notável de degenerescência intelectual,
mas não o isolou — incompreendido, desequilibrado, retrógrado, rebelde — no meio em que agiu.
Ao contrário, este fortaleceu-o. Era o profeta, o emissário das alturas, transfigurado por ilapso estupendo,
mas adstrito a todas as contingências humanas, passível do sofrimento e da morte, e tendo uma função exclusiva:
apontar aos pecadores o caminho da salvação. Satisfez-se sempre com este papel de delegado dos céus. Não foi
além. Era um servo jungido à tarefa dura; e lá se foi, caminho dos sertões bravios, largo tempo, arrastando a
carcaça claudicante, arrebatado por aquela idéia fixa, mas de algum modo lúcido em todos os atos,
impressionando pela firmeza nunca abalada e seguindo para um objetivo fixo com finalidade irresistível.
A sua frágil consciência oscilava em torno dessa posição média, expressa pela linha ideal que Maudsley
lamenta não se poder traçar entre o bom senso e a insânia.
Parou aí indefinidamente, nas fronteiras oscilantes da loucura, nessa zona mental onde se confundem
facínoras e heróis, reformadores brilhantes e aleijões tacanhos, e se acotovelam gênios e degenerados. Não a
transpôs. Recalcado pela disciplina vigorosa de uma sociedade culta, a sua nevrose explodiria na revolta, o seu
misticismo comprimido esmagaria a razão. Ali, vibrando a primeira uníssona com o sentimento ambiente,
difundido o segundo pelas almas todas que em torno se congregavam, se normalizaram.
Representante natural do meio em que nasceu
O fator sociológico, que cultivara a psicose mística do indivíduo, limitou-a sem a comprimir, numa
harmonia salvadora. De sorte que o espírito predisposto para a rebeldia franca contra a ordem natural cedeu à
única reação de que era passível. Cristalizou num ambiente propício de erros e superstições comuns.
Antecedentes de família. Os Maciéis
A sua biografia compendia e resume a existência da sociedade sertaneja. Esclarece o conceito etiológico da
doença que o vitimou. Delineemo-la de passagem.
""Os Maciéis, que formavam, nos sertões entre Quixeramobim e Tamboril, uma família numerosa de homens
válidos, ágeis, inteligentes e bravos, vivendo de vaqueirice e pequena criação, vieram, pela lei fatal dos tempos, a
fazer parte dos grandes fastos criminais do Ceará, em uma guerra de família. Seus êmulos foram os Araújos, que
formavam uma família rica, filiada a outras das mais antigas do norte da província.
Viviam na mesma região, tendo como sede principal a povoação de Boa Viagem, que demora cerca de dez
léguas de Quixeramobim.
Foi uma das lutas mais sangrentas dos sertões do Ceará, a que se travou entre estes dois grupos de homens,
desiguais na fortuna e posição oficial, ambos embravecidos na prática das violências, e numerosos.""
Assim começa o narrador consciencioso breve notícia sobre a genealogia de Antônio Conselheiro.
Os fatos criminosos a que se refere são um episódio apenas entre as razias, quase permanentes, da vida
turbulenta dos sertões. Copiam mil outros de que ressaltam, evidentes, a prepotência sem freios dos mandões de
aldeia e a exploração pecaminosa por eles exercida sobre a bravura instintiva do sertanejo. Luta de famílias — é
uma variante apenas de tantas outras, que ali surgem, intermináveis, comprometendo as próprias descendências
que esposam as desavenças dos avós, criando uma quase predisposição fisiológica e tornando hereditários os
rancores e as vinganças.
Lutas entre Maciéis e Araújos
Surgiu de incidente mínimo: pretensos roubos cometidos pelos Maciéis em propriedade de família
numerosa, a dos Araújos.
Tudo indicava serem aqueles vítimas de acusação descabida. Eram ""homens vigorosos, simpáticos, bem
apessoados. verdadeiros e serviçais"" gozando em toda a redondeza de reputação invejável.
Araújo da Costa e um seu parente, Silvestre Rodrigues Veras, não viam, porém, com bons olhos, a família
pobre que lhes balanceava a influência, sem a justificativa de vastos latifúndios e boiadas grandes. Criadores
opulentos, senhores de baraço e cutelo, vezados a fazer justiça por si mesmos, concertaram em dar exemplar
castigo aos delinqüentes. E como estes eram bravos até à temeridade, chamaram a postos a guarda pretoriana dos
capangas.
Assim apercebidos abalaram na expedição criminosa para Quixeramobim.
Mas volveram logo depois, contra a expectativa geral, em derrota. Os Maciéis, reunida toda a parentela,
rapazes desempenados e temeros, haviam-se afrontado com a malta assalariada, repelindo-a vigorosamente,
suplantando-a, espavorindo-a.
O fato passou em 1333.
Batidos, mal sofreando o desapontamento e a cólera, os potentados, cuja imbecilidade triunfante passara por
tão duro trato, apelaram para recursos mais enérgicos. Não faltavam então, como não faltam hoje, facínoras de
fama que lhes alugassem a coragem. Conseguiram dois, dos melhores: José Joaquim de Meneses,
pernambucano, sanhudo, célebre pela rivalidade sanguinolenta com os Mourões famosos; e um cangaceiro
terrível, Vicente Lopes, de Aracatiaçu. Reunida a matula turbulenta, a que se ligaram os filhos e genros de
Silvestre, seguiu, de pronto, para a empreitada criminosa.
Ao acercarem-se, porém, da vivenda dos Maciéis, os sicários — embora fossem em maior número —
temeram-lhes a resistência. Propuseram-lhes que se entregassem, garantindo-lhes, sob palavra, a vida. Aqueles,
certos de não poderem resistir por muito tempo, aquiesceram. Renderam-se. A palavra de honra dos bandidos
teve o valor que poderia ter. Quando seguiam debaixo de escolta e algemados, para a cadeia de Sobral, logo no
primeiro dia da viagem foram os presos trucidados. Morreram nesta ocasião, entre outros, o chefe da família,
Antônio Maciel, e um avô de Antônio Conselheiro .
Mas um tio deste, Miguel Carlos, logrou escapar. Manietado além disto com as pernas amarradas por baixo
da barriga do cavalo que montava, a sua fuga é inexplicável. Afirma-a, contudo, a sisudez de cronista sincero.
Ora, os Araújos tinham deixado fugir o seu pior adversário. Perseguiram-no. Bem armados, bem montados,
encalçaram-no, prestes, em monteria bárbara, como se fossem sobre rastros de suçuarana bravia. O foragido,
porém, emérito batedor de matas, seguido na fuga por uma irmã, iludiu por algum tempo a escolta perseguidora
chefiada por Pedro Martins Veras; e no sítio da Passagem, perto de Quixeramobim, ocultou-se exausto, numa
choupana abandonada, coberta de ramos de oiticica.
Ali chegaram, em breve, rastreando-o, os perseguidores. Eram nove horas da manhã. Houve então uma
refrega desigual e tremenda. O temerário sertanejo, embora estropiado e doente de um pé que luxara, afrontou-se
com a horda assaltante, estendendo logo em terra a um certo Teotônio, desordeiro façanhudo, que se avantajara
aos demais. Este caiu transversalmente à soleira da porta, impedindo-a que se fechasse. A irmã de Miguel
Carlos, quando procurava arrastá-lo dali, caiu atravessada por uma bala. Alvejara-a o próprio Pedro Veras, que
pagou logo a façanha, levando à queima-roupa uma carga de chumbo. Morto o cabecilha, os agressores recuaram
por momentos, o suficiente para que o assaltado trancasse rapidamente a porta.
Isto feito, o casebre fez-se um reduto. Pelas frinchas das paredes estourava de minuto em minuto um tiro de
espingarda. Os bandidos não ousaram investi-lo; mas foram de cobardia feroz. Atearam fogo à cobertura de
folhas.
O efeito foi pronto. Mal podendo respirar no abrigo em chamas, Miguel Carlos resolve abandoná-lo.
Derrama toda a água de um pote na direção do fundo da choupana, apagando momentaneamente as brasas, e,
saltando por sobre o cadáver da irmã, arroja-se, de clavina sobraçada e parnaíba em punho, contra o círculo
assaltante. Rompe-o e afunda na caatinga. . .
Tempos depois um dos Araújos contratou casamento com a filha de rico criador de Tapaiara; e no dia das
núpcias, já perto da igreja, tombou varado por uma bala, entre o alarma dos convivas e o desespero da noiva
desditosa.
Velava, inextinguivelmente, a vingança do sertanejo...
Este tinha, agora, uma sócia no rancor justificado e fundo, outra irmã, Helena Maciel, a ""Nêmesis da
família"", conforme o dizer do cronista referido. A sua vida transcorria em lances perigosos, muitos dos quais
desconhecidos senão fabulados pela imaginação fecunda dos matutos. O certo, porém, é que, desfazendo a
urdidura de todas as tocaias, não raro lhe caiu sob a faca o espião incauto que o rastreava, em Quixeramobim.
Diz a narrativa a que acima nos reportamos:
""Parece que Miguel Carlos tinha ali protetores que o garantiam. O que é certo é que, não obstante a sorte
tivera aquele seu apaniguado, costumava estar na vila.
Uma noite, estando à porta da loja de Manuel Procópio de Freitas, viu entrar um indivíduo, que procurava
comprar aguardente. Dando-o como espião, falou em matá-lo ali mesmo, mas, sendo detido pelo dono da casa,
tratou de acompanhar o suspeito, e o matou, à faca, ao sair da vila, no riacho da Palha.
Uma manhã, finalmente, saiu da casa de Antônio Caetano de Oliveira, casado com uma sua parenta, e foi
banhar-se no rio, que corre por trás dessa casa, situada quase no extremo da praça principal da vila, junto a
garganta que conduz a pequena praça Cotovelo. Nos fundos da casa indicada era então a embocadura do riacho
da Palha, que em forma quase circular contornava aquela praça, e de inverno constituía uma cinta lindíssima de
águas represadas. Miguel Carlos estava já despido, como muitos companheiros, quando surgiu um grupo de
inimigos, que o esperavam acocorados por entre o denso ""mata-pasto"". Estranhos e parentes de Miguel Carlos,
tomando as roupas depostas na areia, e vestindo-as ao mesmo tempo que corriam, puseram-se em fuga. Em
ceroulas somente, e com a sua faca em punho, ele correu também na direção dos fundos de uma casa, que quase
enfrenta com a embocadura do riacho da Palha; casa na qual morava em 1845 Manuel Francisco da Costa.
Miguel Carlos chegou a abrir o portão do quintal, de varas, da casa indicada; mas, quando quis fechá-lo, foi
prostrado por um tiro, partido do séquito que o perseguia. Outros dizem que isto se dera quando ele passava pelo
buraco da cerca de uma vazante que havia por ali. Agonizava, caído, com a sua faca na mão, quando Manuel de
Araújo, chefe do bando, irmão do noivo outrora assassinado, pegando-o por uma perna, lhe cravou uma faca.
Moribundo, Miguel Carlos lhe respondeu no mesmo instante com outra facada na carótida, morrendo ambos
instantaneamente, este por baixo daquele ! Helena Maciel, correndo em fúria ao lugar do conflito, pisou a pés a
cara do matador de seu irmão, dizendo-se satisfeita da perda dele pelo fim que dera ao seu inimigo !""
Pretendem que os sicários tinham passado a noite em casa de Inácio Mendes Guerreiro, da família de
Araújo, agente do correio da Vila. Vinham a título de prender os Maciéis; mas, só no propósito de matá-los.
Helena não se abateu com esta desgraça. Nêmesis da família imolou um inimigo aos manes do seu irmão.
Foi ela, como ousou confessar muitos anos depois, quem mandou espancar barbaramente a André Jacinto de
Souza Pimentel, moço de família importante da vila, aparentado com os Araújos, a quem atribuía os avisos que
estes recebiam em Boa Viagem, das vindas de Miguel Carlos. Desse espancamento resultou uma lesão cardíaca,
que fez morrer em transes horrorosos o infeliz, em verdade culpado dessa derradeira agressão dos Araújos.
O fato de ter sido o crime perpetrado por soldados do destacamento de linha, ao mando do alferes Francisco
Gregório Pinto, homem insolente, de baixa educação e origem, com quem Pimentel andava inimizado, fez
acreditar muito tempo que fora esse oficial mal reputado o autor do crime.
Helena deixara-se ficar queda e silenciosa.
Inúmeras vítimas anônimas fez esta lota sertaneja, que dizimava os sequazes das duas famílias, sendo o
último dos Maciéis — Antônio Maciel, irmão de Miguel Carlos, morto em Boa Viagem. Ficou célebre muito
tempo a valentia de Miguel Carlos e era por ele e seus parentes a estima e respeito dos coevos, testemunhas da
energia dessa família, dentre a qual surgiram tantos homens de esforço, para uma luta com poderosos tais, como
os da Boa Viagem e Tamboril.
Uma vida bem auspiciada
Nada se sabe ao certo sobre o papel que coube a Vicente Mendes Maciel, pai de Antônio Vicente Mendes
Maciel ( o Conselheiro ), nesta luta deplorável. Os seus contemporâneos pintam-no como ""homem irascível mas
de excelente caráter, meio visionário e desconfiado, mas de tanta capacidade que, sendo analfabeto, negociava
largamente em fazendas, trazendo tudo perfeitamente contado e medido de memória, sem mesmo ter escrita para
os devedores"".
O filho, sob a disciplina de um pai de honradez proverbial e ríspido, teve educação que de algum modo o
isolou da turbulência da família. Indicam-no testemunhas de vista, ainda existentes, como adolescente tranqüilo e
tímido, sem o entusiasmo feliz dos que seguem as primeiras escalas da vida; retraído, avesso à troça, raro
deixando a casa de negócio do pai, em Quixeramobim, de todo entregue aos misteres de caixeiro consciencioso,
deixando passar e desaparecer vazia a quadra triunfal dos vinte anos. Todas as histórias, ou lendas entretecidas
de exageros, segundo o hábito dos narradores do sertão, em que eram muita vez protagonistas os seus próprios
parentes, eram-lhe entoadas em torno evidenciando-lhes sempre a coragem tradicional e rara. A sugestão das
narrativas, porém, tinha o corretivo enérgico da ríspida sisudez do velho Mendes Maciel e não abalava o animo
do rapaz. Talvez ficasse latente, pronta a se expandir em condições mais favoráveis. O certo é que falecendo
